6954 東証1部 ファナック(株)（電気機器）,,,,,
"2001-06-11","6760","6850","6440","6520","503700","6520"
"2001-06-12","6320","6360","6130","6130","627000","6130"
"2001-06-13","6200","6350","6110","6110","614100","6110"
"2001-06-14","6210","6300","6110","6110","488600","6110"
"2001-06-15","6080","6190","6000","6030","598600","6030"
"2001-06-18","6230","6280","6170","6270","363300","6270"
"2001-06-19","6200","6350","6110","6160","735600","6160"
"2001-06-20","6060","6180","6000","6130","424100","6130"
"2001-06-21","6190","6340","6080","6180","443500","6180"
"2001-06-22","6340","6340","6120","6150","288800","6150"
"2001-06-25","6250","6280","6060","6180","368100","6180"
"2001-06-26","6080","6270","6080","6220","406400","6220"
"2001-06-27","6120","6280","6110","6110","369400","6110"
"2001-06-28","6120","6130","5860","6000","721400","6000"
"2001-06-29","6130","6260","6080","6210","429100","6210"
"2001-07-02","6130","6180","6050","6120","552600","6120"
"2001-07-03","6320","6390","6240","6290","477600","6290"
"2001-07-04","6390","6410","6250","6290","524400","6290"
"2001-07-05","6210","6380","6190","6330","260200","6330"
"2001-07-06","6220","6220","5920","5960","454900","5960"
"2001-07-09","5900","6100","5810","6100","519300","6100"
"2001-07-10","6000","6140","5830","6020","383500","6020"
"2001-07-11","5960","6030","5800","5800","337400","5800"
"2001-07-12","5910","5980","5770","5980","590800","5980"
"2001-07-13","5910","6220","5900","6180","1038900","6180"
"2001-07-16","6180","6220","5970","6010","210600","6010"
"2001-07-17","5850","5920","5650","5700","479200","5700"
"2001-07-18","5670","5750","5510","5610","408000","5610"
"2001-07-19","5720","5800","5620","5640","425000","5640"
"2001-07-23","5840","5840","5540","5540","540000","5540"
"2001-07-24","5640","5850","5600","5850","285100","5850"
"2001-07-25","5750","5890","5650","5650","332200","5650"
"2001-07-26","5750","5830","5670","5710","267400","5710"
"2001-07-27","5700","5880","5650","5760","225600","5760"
"2001-07-30","5500","5600","5350","5380","434300","5380"
"2001-07-31","5450","5450","5320","5410","661100","5410"
"2001-08-01","5500","5540","5370","5480","641400","5480"
"2001-08-02","5500","5880","5440","5730","926700","5730"
"2001-08-03","5490","5560","5420","5470","758200","5470"
"2001-08-06","5470","5590","5410","5430","455800","5430"
"2001-08-07","5360","5480","5280","5390","515800","5390"
"2001-08-08","5390","5430","5320","5350","261200","5350"
"2001-08-09","5170","5240","4940","4970","665200","4970"
"2001-08-10","4980","5140","4950","5040","761600","5040"
"2001-08-13","4950","5000","4660","4800","579900","4800"
"2001-08-14","5000","5200","4900","5140","956500","5140"
"2001-08-15","5160","5160","4960","4970","408800","4970"
"2001-08-16","4910","4930","4800","4920","449000","4920"
"2001-08-17","4920","4930","4760","4850","480700","4850"
"2001-08-20","4760","4770","4660","4700","355100","4700"
"2001-08-21","4710","4780","4610","4670","386100","4670"
"2001-08-22","4620","4900","4620","4700","361000","4700"
"2001-08-23","4700","4700","4500","4500","356300","4500"
"2001-08-24","4650","4770","4530","4630","419100","4630"
"2001-08-27","4830","4930","4780","4800","400900","4800"
"2001-08-28","4700","4810","4520","4780","568800","4780"
"2001-08-29","4730","4860","4710","4780","476100","4780"
"2001-08-30","4780","4860","4750","4810","506300","4810"
"2001-08-31","4900","5010","4870","4910","957200","4910"
"2001-09-03","4910","5000","4750","4750","516200","4750"
"2001-09-04","4850","5250","4850","5250","890400","5250"
"2001-09-05","5450","5700","5370","5530","1796700","5530"
"2001-09-06","5550","5800","5500","5530","894700","5530"
"2001-09-07","5530","5700","5420","5650","856100","5650"
"2001-09-10","5350","5640","5350","5360","627300","5360"
"2001-09-11","5360","5580","5360","5420","664900","5420"
"2001-09-12","4920","5170","4920","4980","614100","4980"
"2001-09-13","5010","5100","4850","4920","569600","4920"
"2001-09-14","4820","5170","4800","5170","1582000","5170"
"2001-09-17","4950","5060","4900","4900","651300","4900"
"2001-09-18","4900","5250","4870","4920","1269700","4920"
"2001-09-19","4970","5110","4930","4960","788900","4960"
"2001-09-20","4760","4890","4680","4770","923800","4770"
"2001-09-21","4420","4700","4410","4700","633200","4700"
"2001-09-25","4900","4940","4550","4600","620900","4600"
"2001-09-26","4550","4580","4300","4400","845500","4400"
"2001-09-27","4360","4540","4360","4510","410600","4510"
"2001-09-28","4540","4700","4410","4470","396300","4470"
"2001-10-01","4270","4460","4250","4450","648900","4450"
"2001-10-02","4500","4830","4490","4730","630400","4730"
"2001-10-03","4780","4950","4700","4880","929600","4880"
"2001-10-04","5130","5340","5040","5310","1132500","5310"
"2001-10-05","5210","5270","5170","5230","706800","5230"
"2001-10-09","5030","5230","5030","5110","455700","5110"
"2001-10-10","5100","5200","5050","5070","493100","5070"
"2001-10-11","5170","5370","5100","5320","422100","5320"
"2001-10-12","5520","5640","5380","5550","1868200","5550"
"2001-10-15","5480","5520","5400","5460","422900","5460"
"2001-10-16","5320","5510","5250","5490","505000","5490"
"2001-10-17","5450","5550","5350","5520","498200","5520"
"2001-10-18","5400","5530","5380","5430","417300","5430"
"2001-10-19","5530","5530","5400","5410","405700","5410"
"2001-10-22","5370","5490","5360","5470","214700","5470"
"2001-10-23","5650","5670","5480","5570","493600","5570"
"2001-10-24","5530","5560","5380","5440","574000","5440"
"2001-10-25","5350","5610","5350","5360","488800","5360"
"2001-10-26","5460","5600","5450","5540","818500","5540"
"2001-10-29","5640","5690","5540","5540","648200","5540"
"2001-10-30","5490","5610","5450","5550","804000","5550"
"2001-10-31","5350","5350","5070","5100","1222700","5100"
"2001-11-01","5200","5330","5140","5160","867500","5160"
"2001-11-02","5360","5360","5230","5260","518500","5260"
"2001-11-05","5340","5470","5290","5410","433900","5410"
"2001-11-06","5500","5690","5460","5640","672300","5640"
"2001-11-07","5600","5640","5290","5290","613100","5290"
"2001-11-08","5350","5400","5170","5350","766500","5350"
"2001-11-09","5350","5360","5240","5260","781900","5260"
"2001-11-12","5210","5300","5170","5170","454500","5170"
"2001-11-13","5220","5260","5180","5180","481000","5180"
"2001-11-14","5150","5260","5100","5160","1096100","5160"
"2001-11-15","5200","5540","5180","5530","619100","5530"
"2001-11-16","5630","6010","5580","5880","1453400","5880"
"2001-11-19","5950","6160","5840","5920","768300","5920"
"2001-11-20","5920","5920","5610","5690","577800","5690"
"2001-11-21","5650","5960","5620","5700","485000","5700"
"2001-11-22","5600","5710","5480","5670","619100","5670"
"2001-11-26","5740","6030","5740","5980","707600","5980"
"2001-11-27","5780","6200","5780","6000","1020500","6000"
"2001-11-28","5930","6030","5560","5560","678300","5560"
"2001-11-29","5660","5800","5580","5730","646500","5730"
"2001-11-30","5660","5810","5560","5800","800700","5800"
"2001-12-03","5700","5820","5450","5450","796500","5450"
"2001-12-04","5550","5630","5370","5550","584800","5550"
"2001-12-05","5690","5900","5570","5880","561400","5880"
"2001-12-06","6180","6530","6150","6480","1446600","6480"
"2001-12-07","6280","6420","6150","6210","858500","6210"
"2001-12-10","6100","6140","5900","5900","649600","5900"
"2001-12-11","5810","5990","5790","5800","626600","5800"
"2001-12-12","5870","6200","5850","6160","695200","6160"
"2001-12-13","6100","6140","5850","5920","746900","5920"
"2001-12-14","6020","6020","5760","5830","3911300","5830"
"2001-12-17","5830","5970","5660","5820","436800","5820"
"2001-12-18","5920","6030","5690","5790","546200","5790"
"2001-12-19","5690","5850","5620","5660","542900","5660"
"2001-12-20","5660","5720","5600","5690","287200","5690"
"2001-12-21","5640","5640","5450","5520","456800","5520"
"2001-12-25","5500","5570","5390","5510","242100","5510"
"2001-12-26","5450","5590","5330","5370","297600","5370"
"2001-12-27","5300","5580","5270","5580","400700","5580"
"2001-12-28","5680","5690","5490","5580","253900","5580"
