9983 東証1部 (株)ファーストリテイリング（小売業）,,,,,
"2018-08-07","48350","48360","47460","47720","453800","47720"
"2018-08-08","47560","48080","47350","47480","524500","47480"
"2018-08-09","47960","47960","47390","47620","417300","47620"
"2018-08-10","47960","48090","47380","47410","765500","47410"
"2018-08-13","47280","47380","46450","46590","687500","46590"
"2018-08-14","47200","48460","47110","48460","763200","48460"
"2018-08-15","48470","48610","48040","48240","457200","48240"
"2018-08-17","49170","49470","48160","48200","645800","48200"
"2018-08-23","50190","51170","50030","51100","749200","51100"
"2018-08-24","51080","52300","51000","52020","695000","52020"
"2018-08-27","52640","53020","52310","52660","571200","52660"
"2018-09-03","51700","52520","51520","52370","496900","52370"
"2018-09-04","52640","52850","51690","52200","566300","52200"
"2018-09-05","53000","54400","52900","53850","1113400","53850"
"2018-09-06","53200","54380","53180","54280","674200","54280"
"2018-09-10","53540","53990","53010","53990","586000","53990"
"2018-09-11","54690","55460","54520","55270","732600","55270"
